Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
11,Offer D,Yes,49.19,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,196.35,0.0,0,541.0899999999999,737.4399999999999,5,0,5837,Female,37,No,No,Yes,Yes,1
61,Offer B,Yes,43.08,No,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,0.0,0,2627.88,9077.03,5,0,4079,Male,37,No,No,Yes,Yes,1
39,Offer B,Yes,29.79,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.7,762.45,0.0,0,1161.81,1924.26,4,0,3733,Female,23,Yes,No,No,No,0
37,Offer B,Yes,34.37,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,785.75,0.0,0,1271.69,2057.44,5,0,4422,Male,36,No,No,No,No,0
72,Offer A,Yes,26.98,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,0.0,0,1942.56,3718.56,4,0,5374,Female,60,No,No,Yes,No,0
8,Offer E,Yes,33.54,No,DSL,14,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.05,574.5,0.0,0,268.32,842.8199999999999,3,0,4157,Female,34,No,No,No,No,0
22,Offer D,Yes,49.51,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,400.3,0.0,0,1089.22,1489.52,4,0,5657,Female,27,Yes,No,Yes,Yes,2
38,Offer B,Yes,21.19,Yes,DSL,24,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,68.15,2656.3,0.0,0,805.22,3461.52,3,0,3371,Female,61,No,No,No,No,0
17,Offer B,Yes,45.92,No,DSL,73,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,80.85,1445.95,0.0,50,780.64,2276.59,5,0,3913,Male,25,Yes,No,No,Yes,1
28,Offer B,Yes,33.84,No,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6,2244.95,0.0,0,947.52,3192.47,5,0,2951,Female,62,No,No,No,No,0
15,Offer B,Yes,10.43,No,Fiber Optic,29,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1130.0,0.0,0,156.45,1286.45,3,0,4096,Female,60,No,No,No,No,0
72,Offer B,Yes,44.61,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.55,6463.15,0.0,0,3211.92,9675.07,4,0,5341,Male,59,No,No,Yes,Yes,3
57,Offer B,Yes,8.01,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,6252.7,0.0,0,456.57,6709.27,5,0,6026,Female,20,Yes,No,Yes,No,0
46,Offer B,No,0.0,No,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,0,0.0,2062.15,4,0,5565,Female,50,No,No,Yes,No,0
30,Offer B,Yes,22.89,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.7,587.1,0.0,0,686.7,1273.8,5,0,2492,Male,45,No,No,Yes,No,0
32,Offer B,Yes,46.33,No,Fiber Optic,85,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.4,2979.3,0.0,0,1482.56,4461.860000000001,3,0,3224,Male,22,Yes,No,No,No,0
13,Offer B,Yes,30.06,No,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.75,956.65,0.0,0,390.78,1347.43,3,0,2070,Male,34,No,No,No,No,0
44,Offer B,Yes,32.83,No,Fiber Optic,24,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.15,3973.2,0.0,0,1444.52,5417.719999999999,4,0,4112,Female,35,No,No,No,No,0
67,Offer B,Yes,33.01,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1335.2,0.0,0,2211.67,3546.87,4,0,4994,Female,22,Yes,No,Yes,No,0
71,Offer B,Yes,10.46,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555.0,0.0,60,742.6600000000001,8357.66,5,0,5707,Female,37,No,No,Yes,No,0
1,Offer B,Yes,49.19,No,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.0,49.0,0.0,0,49.19,98.19,3,0,5289,Male,32,No,No,No,No,0
17,Offer B,No,0.0,No,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,0.0,0,0.0,836.35,5,0,5575,Male,27,Yes,No,Yes,No,0
1,Offer E,Yes,2.29,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,20.95,0.0,0,2.29,23.24,3,0,2285,Male,52,No,No,No,No,0
41,Offer B,Yes,39.53,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,798.2,0.0,0,1620.73,2418.93,4,0,2446,Male,27,Yes,No,Yes,Yes,1
1,Offer E,Yes,9.82,No,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.15,44.15,0.0,0,9.82,53.97,4,0,3103,Female,45,No,No,No,No,0
62,Offer B,Yes,14.75,Yes,Fiber Optic,52,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,0.0,150,914.5,7551.7,4,0,4271,Male,22,Yes,No,Yes,Yes,1
17,Offer B,Yes,49.78,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,92.7,1556.85,0.0,0,846.26,2403.11,4,0,2347,Female,37,No,No,No,Yes,2
72,Offer B,Yes,2.57,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.25,1988.05,0.0,0,185.04,2173.09,4,0,5098,Female,37,No,No,Yes,Yes,1
56,Offer B,Yes,23.52,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,5432.2,0.0,0,1317.12,6749.32,5,0,6484,Male,39,No,No,Yes,Yes,3
9,Offer E,Yes,45.99,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,147.55,0.0,0,413.91,561.46,4,0,2392,Female,32,No,No,No,No,0
72,Offer B,Yes,43.12,Yes,Fiber Optic,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8424.9,0.0,0,3104.64,11529.54,3,0,6479,Male,58,No,No,Yes,No,0
20,Offer B,Yes,16.05,No,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0.0,0,321.0,2524.7,3,0,2102,Male,40,No,No,No,No,0
19,Offer B,Yes,31.7,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,387.4,0.0,0,602.3,989.7,3,0,4821,Male,32,No,No,Yes,Yes,3
53,Offer B,No,0.0,No,Cable,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.9,3045.75,0.0,0,0.0,3045.75,4,0,5677,Male,62,No,No,No,No,0
6,Offer B,Yes,6.93,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,130.5,0.0,0,41.58,172.08,5,0,5761,Male,56,No,No,No,No,0
9,Offer E,Yes,30.46,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.35,767.9,0.0,0,274.14,1042.04,3,0,2993,Male,22,Yes,No,Yes,Yes,3
8,Offer E,Yes,12.41,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.75,446.8,0.0,0,99.28,546.08,4,0,5681,Female,62,No,No,Yes,Yes,3
71,Offer B,Yes,4.91,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,0.0,0,348.61,8448.86,4,0,4071,Female,45,No,No,Yes,Yes,3
71,Offer B,No,0.0,No,Cable,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,66.8,4689.15,0.0,0,0.0,4689.15,4,0,4698,Female,23,Yes,No,Yes,No,0
68,Offer B,Yes,49.51,No,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,6754.35,0.0,90,3366.68,10211.03,4,0,5757,Male,43,No,No,Yes,No,0
34,Offer B,Yes,28.0,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3540.65,0.0,0,952.0,4492.65,3,0,5503,Male,51,No,No,No,No,0
26,Offer B,Yes,29.72,No,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.2,2184.6,0.0,0,772.72,2957.32,5,0,5156,Male,51,No,No,No,No,0
7,Offer E,Yes,33.18,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,130.55,0.0,0,232.26,362.81,5,0,4097,Male,42,No,No,No,No,0
20,Offer B,Yes,43.49,No,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1540.35,0.0,0,869.8000000000001,2410.15,5,0,5456,Female,51,No,No,Yes,No,0
60,Offer B,Yes,9.98,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,6411.25,0.0,0,598.8000000000001,7010.05,3,0,4115,Female,48,No,No,Yes,No,0
72,Offer B,Yes,37.11,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,0.0,0,2671.92,4104.47,5,0,5809,Male,51,No,No,Yes,Yes,1
4,Offer E,Yes,3.69,Yes,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25,101.9,0.0,0,14.76,116.66,5,0,3962,Male,64,No,No,No,No,0
16,Offer B,Yes,31.99,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,313.4,0.0,0,511.84,825.24,4,0,3677,Male,40,No,No,Yes,Yes,1
10,Offer B,Yes,8.35,No,Cable,29,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,0.0,0,83.5,713.05,3,0,4323,Female,58,No,No,No,No,0
31,Offer B,Yes,42.05,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,2640.55,0.0,0,1303.55,3944.1,3,0,3031,Male,60,No,No,No,No,0
71,Offer B,Yes,39.44,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.1,1372.45,0.0,0,2800.24,4172.69,4,0,4241,Female,26,Yes,No,Yes,No,0
58,Offer B,Yes,49.02,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.8,1212.25,0.0,0,2843.16,4055.41,4,0,4758,Male,29,Yes,No,No,No,0
70,Offer B,Yes,2.5,Yes,Cable,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.15,6237.05,0.0,0,175.0,6412.05,3,0,5824,Male,31,No,No,Yes,Yes,1
71,Offer B,Yes,22.33,Yes,Cable,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.1,6310.9,0.0,0,1585.43,7896.33,3,0,5054,Female,30,No,No,Yes,No,0
72,Offer B,Yes,41.14,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.75,8672.45,0.0,0,2962.08,11634.53,4,0,5475,Female,33,No,No,Yes,Yes,3
26,Offer B,Yes,42.26,No,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,0.0,0,1098.76,3295.21,4,0,4038,Female,56,No,No,Yes,No,0
33,Offer B,Yes,10.34,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,95.0,3008.15,0.0,60,341.22,3409.37,3,0,4639,Female,41,No,No,Yes,No,0
10,Offer B,Yes,18.62,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,220.8,0.0,0,186.2,407.0,5,0,2836,Female,51,No,No,Yes,Yes,3
10,Offer B,Yes,10.46,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,222.65,0.0,0,104.6,327.25,4,0,2066,Female,52,No,No,No,No,0
39,Offer B,Yes,5.88,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.2,914.6,0.0,0,229.32,1143.92,3,0,3109,Female,31,No,No,Yes,Yes,2
11,Offer B,Yes,48.92,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.3,246.3,0.0,0,538.12,784.4200000000001,3,0,4188,Female,40,No,No,No,No,0
68,Offer B,Yes,25.16,Yes,Cable,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560.0,0.0,0,1710.88,7270.88,4,0,4732,Female,36,No,No,Yes,Yes,2
18,Offer B,Yes,34.78,Yes,Fiber Optic,2,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,89.6,1633.0,0.0,0,626.04,2259.04,3,0,2269,Male,43,No,No,No,No,0
18,Offer B,Yes,33.8,Yes,Cable,17,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,56.25,969.85,0.0,30,608.4,1608.25,4,0,2277,Male,47,No,No,No,No,0
52,Offer B,Yes,10.03,No,Cable,29,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,2610.65,0.0,0,521.56,3132.21,4,0,4298,Female,59,No,No,Yes,Yes,2
56,Offer B,Yes,40.86,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,6567.9,0.0,0,2288.16,8856.06,3,0,4937,Male,42,No,No,Yes,Yes,3
45,Offer B,Yes,24.75,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0.0,0,1113.75,5861.6,5,0,2183,Male,51,No,No,No,No,0
67,Offer B,Yes,43.3,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.1,1759.55,0.0,0,2901.1,4660.65,3,0,6466,Female,45,No,No,No,No,0
3,Offer E,No,0.0,No,Cable,25,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35.1,101.1,0.0,0,0.0,101.1,3,0,3610,Male,33,No,No,Yes,No,0
63,Offer B,Yes,48.14,Yes,Cable,28,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,67.25,4234.15,0.0,150,3032.82,7416.969999999999,4,0,6438,Male,52,No,No,Yes,No,0
11,Offer B,Yes,15.04,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,300.7,0.0,0,165.44,466.14,4,0,5409,Female,50,No,No,Yes,Yes,2
1,Offer B,Yes,41.39,No,Cable,48,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.55,59.55,0.0,0,41.39,100.94,3,0,5824,Male,20,Yes,No,No,Yes,1
55,Offer B,Yes,26.3,Yes,DSL,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.8,4323.35,0.0,0,1446.5,5769.85,5,0,6483,Male,48,No,No,No,No,0
25,Offer B,Yes,47.1,Yes,DSL,25,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.1,1466.1,0.0,0,1177.5,2643.6,4,0,2499,Male,34,No,No,Yes,Yes,1
72,Offer B,Yes,37.98,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.15,1776.45,0.0,0,2734.56,4511.01,5,0,5613,Female,55,No,No,Yes,No,0
65,Offer B,No,0.0,No,DSL,25,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.25,2933.95,0.0,0,0.0,2933.95,5,0,5712,Female,33,No,No,No,Yes,2
7,Offer B,Yes,39.98,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,144.35,0.0,0,279.86,424.2099999999999,3,0,4954,Male,31,No,No,Yes,Yes,1
72,Offer B,Yes,15.23,Yes,DSL,26,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.75,4804.75,0.0,0,1096.56,5901.309999999999,3,0,4675,Female,45,No,No,Yes,No,0
21,Offer B,Yes,17.19,No,DSL,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.6,1125.2,0.0,0,360.99,1486.19,3,0,5763,Male,57,No,No,Yes,No,0
2,Offer B,Yes,13.89,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0.0,0,27.78,67.63,4,0,2107,Female,28,Yes,No,No,No,0
72,Offer B,Yes,27.59,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,0.0,0,1986.48,10318.63,3,0,5130,Male,50,No,No,Yes,No,0
6,Offer B,Yes,39.16,No,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0.0,0,234.96,549.56,3,0,3672,Female,63,No,No,No,No,0
52,Offer B,Yes,5.92,No,Fiber Optic,23,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,83.8,4331.4,0.0,70,307.84,4709.24,3,0,6339,Male,58,No,No,No,No,0
60,Offer B,Yes,44.24,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,0.0,0,2654.4,9703.9,3,0,5680,Male,22,Yes,No,No,No,0
12,Offer D,Yes,23.99,No,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,690.5,0.0,0,287.88,978.38,4,0,4474,Female,24,Yes,No,Yes,No,0
13,Offer D,Yes,21.36,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,279.3,0.0,0,277.68,556.98,5,0,5917,Female,50,No,No,No,No,0
22,Offer D,Yes,43.78,Yes,DSL,47,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,65.05,1427.55,0.0,10,963.16,2400.71,4,0,4709,Male,20,Yes,No,No,No,0
72,Offer B,Yes,48.29,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,1709.15,0.0,0,3476.88,5186.030000000001,4,0,4755,Female,59,No,No,Yes,Yes,3
2,Offer B,Yes,4.92,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.75,53.15,0.0,0,9.84,62.98999999999999,4,0,5355,Female,23,Yes,No,No,No,0
40,Offer B,Yes,3.01,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,0.0,0,120.4,897.75,5,0,3556,Female,42,No,No,Yes,Yes,3
44,Offer B,Yes,36.86,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,860.85,0.0,0,1621.84,2482.69,3,0,3743,Male,23,Yes,No,Yes,Yes,3
1,Offer B,No,0.0,No,DSL,76,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,24.4,24.4,0.0,10,0.0,34.4,5,0,5092,Female,19,Yes,No,No,No,0
3,Offer B,Yes,42.68,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0.0,0,128.04,337.94,5,0,2562,Male,32,No,No,No,No,0
13,Offer D,Yes,33.95,No,DSL,59,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.55,610.75,0.0,0,441.35,1052.1,5,0,5530,Male,28,Yes,No,No,No,0
1,Offer B,Yes,38.81,No,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,70.7,0.0,0,38.81,109.51,3,0,4056,Female,19,Yes,No,No,No,0
4,Offer E,Yes,35.09,No,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,0.0,0,140.36,295.71,5,0,2776,Male,33,No,No,Yes,Yes,2
2,Offer E,Yes,1.57,No,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,144.0,0.0,0,3.14,147.14,4,0,2980,Male,51,No,No,No,No,0
72,Offer B,Yes,21.26,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0,1530.72,9405.72,4,0,5758,Male,28,Yes,No,Yes,No,0
37,Offer B,Yes,31.83,Yes,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0.0,0,1177.71,2089.31,4,0,5359,Female,42,No,No,Yes,Yes,2
23,Offer D,Yes,10.41,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.65,478.1,0.0,0,239.43,717.53,3,0,5916,Female,34,No,No,No,No,0
42,Offer B,Yes,34.66,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.05,761.85,0.0,0,1455.72,2217.57,4,0,5091,Female,31,No,No,Yes,Yes,3
32,Offer C,Yes,33.45,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2282.95,0.0,0,1070.4,3353.35,4,0,2830,Female,45,No,No,No,No,0
22,Offer D,Yes,4.67,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,1615.1,0.0,0,102.74,1717.84,5,0,4479,Female,59,No,No,Yes,Yes,3
42,Offer B,No,0.0,No,DSL,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.1,1097.15,0.0,0,0.0,1097.15,3,0,4959,Male,26,Yes,No,Yes,No,0
8,Offer B,Yes,10.91,No,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0.0,0,87.28,456.58,3,0,4909,Female,56,No,No,No,No,0
65,Offer B,Yes,13.17,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,6725.3,0.0,70,856.05,7651.35,3,0,4997,Female,23,Yes,No,Yes,Yes,1
70,Offer B,Yes,33.24,Yes,DSL,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,6293.2,0.0,0,2326.8,8620.0,3,0,5650,Female,30,No,No,Yes,Yes,1
22,Offer D,Yes,34.07,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,432.5,0.0,0,749.54,1182.04,5,0,2722,Male,43,No,No,No,Yes,2
67,Offer B,No,0.0,No,DSL,15,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.15,2434.45,0.0,0,0.0,2434.45,3,0,6314,Female,58,No,No,Yes,Yes,1
25,Offer C,Yes,6.0,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,532.1,0.0,0,150.0,682.1,4,0,2159,Female,42,No,No,No,No,0
20,Offer D,Yes,48.03,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,375.25,0.0,0,960.6,1335.85,3,0,4137,Female,49,No,No,Yes,No,0
2,Offer E,Yes,32.06,No,Cable,52,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.2,125.95,0.0,0,64.12,190.07,4,0,5056,Female,28,Yes,No,No,Yes,2
51,Offer B,Yes,47.43,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,1042.65,0.0,0,2418.93,3461.58,4,0,6097,Male,36,No,No,No,No,0
46,Offer B,No,0.0,No,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0.0,0,0.0,1620.25,3,0,4829,Female,27,Yes,No,Yes,Yes,2
13,Offer D,Yes,26.63,No,DSL,27,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.0,659.35,0.0,0,346.19,1005.54,3,0,5611,Male,20,Yes,No,No,Yes,1
26,Offer C,Yes,4.62,No,DSL,19,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.35,1285.8,0.0,0,120.12,1405.92,5,0,3386,Male,32,No,No,Yes,Yes,1
19,Offer D,Yes,24.1,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,377.55,0.0,0,457.9,835.45,3,0,5188,Male,41,No,No,No,Yes,3
72,Offer B,Yes,15.35,Yes,DSL,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,6058.95,0.0,0,1105.2,7164.15,3,0,6114,Female,21,Yes,No,Yes,No,0
24,Offer C,Yes,30.42,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.1,2322.85,0.0,110,730.08,3162.93,3,0,3192,Male,60,No,No,No,No,0
46,Offer B,Yes,2.0,Yes,Fiber Optic,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,0.0,0,92.0,4946.3,5,0,5119,Female,29,Yes,No,Yes,No,0
2,Offer E,Yes,26.9,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,57.4,0.0,0,53.8,111.2,4,0,2822,Female,52,No,No,No,No,0
31,Offer C,Yes,25.3,No,Cable,28,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,66.4,2019.8,0.0,0,784.3000000000001,2804.1,4,0,3282,Male,56,No,No,Yes,No,0
